platform,method,endpoint,summary,parameters (* required)
tiktok,GET,/api/v1/tiktok/web/fetch_user_post,获取用户的作品列表/Get user posts,secUid* | cursor | count | coverFormat | post_item_list_request_type
tiktok,GET,/api/v1/tiktok/web/fetch_user_profile,获取用户的个人信息/Get user profile,uniqueId | secUid
tiktok,GET,/api/v1/tiktok/web/fetch_user_repost,获取用户的转发作品列表/Get user reposts,secUid* | cursor | count | coverFormat
tiktok,GET,/api/v1/tiktok/web/generate_fingerprint,生成浏览器指纹/Generate browser fingerprint,browser_type
tiktok,GET,/api/v1/tiktok/web/generate_hashed_id,生成哈希ID/Generate hashed ID,email*
tiktok,GET,/api/v1/tiktok/web/generate_real_msToken,生成真实msToken/Generate real msToken,random_strData | browser_type
tiktok,GET,/api/v1/tiktok/web/generate_ttwid,生成ttwid/Generate ttwid,user_agent
tiktok,GET,/api/v1/tiktok/web/generate_webid,生成web_id/Generate web_id,cookie | user_agent | url | referer | user_unique_id | app_id
tiktok,GET,/api/v1/tiktok/web/generate_wss_xb_signature,生成TikTok WSS X-Bogus签名/Generate TikTok WSS X-Bogus signature,user_agent
tiktok,POST,/api/v1/tiktok/web/generate_x_mssdk_info,生成 X-Mssdk-Info /Generate X-Mssdk-Info,
tiktok,POST,/api/v1/tiktok/web/generate_xbogus,生成 XBogus/Generate XBogus,
tiktok,POST,/api/v1/tiktok/web/generate_xgnarly,生成 XGnarly /Generate XGnarly,
tiktok,POST,/api/v1/tiktok/web/generate_xgnarly_and_xbogus,生成 XGnarly 和 XBogus /Generate XGnarly and XBogus,
tiktok,POST,/api/v1/tiktok/web/get_all_aweme_id,提取列表作品id/Extract list video id,
tiktok,POST,/api/v1/tiktok/web/get_all_sec_user_id,提取列表用户sec_user_id/Extract list user sec_user_id,
tiktok,POST,/api/v1/tiktok/web/get_all_unique_id,获取列表unique_id/Get list unique_id,
tiktok,GET,/api/v1/tiktok/web/get_aweme_id,提取单个作品id/Extract single video id,url*
tiktok,GET,/api/v1/tiktok/web/get_live_room_id,根据直播间链接提取直播间ID/Extract live room ID from live room link,live_room_url*
tiktok,GET,/api/v1/tiktok/web/get_sec_user_id,提取用户sec_user_id/Extract user sec_user_id,url*
tiktok,GET,/api/v1/tiktok/web/get_unique_id,获取用户unique_id/Get user unique_id,url*
tiktok,GET,/api/v1/tiktok/web/get_user_id,提取用户user_id/Extract user user_id,url*
tiktok,GET,/api/v1/tiktok/web/tiktok_live_room,提取直播间弹幕/Extract live room danmaku,live_room_url* | danmaku_type*
kuaishou,GET,/api/v1/demo/kuaishou/web/fetch_one_video,【Demo】快手获取固定视频信息（1小时缓存）/[Demo] Kuaishou Fixed Video with Cache,
kuaishou,GET,/api/v1/kuaishou/app/fetch_brand_top_list,快手品牌榜单/Kuaishou brand top list,subTabId | subTabName
kuaishou,GET,/api/v1/kuaishou/app/fetch_hot_board_categories,快手热榜分类/Kuaishou hot categories,
kuaishou,GET,/api/v1/kuaishou/app/fetch_hot_board_detail,快手热榜详情/Kuaishou hot board detail,boardType | boardId
kuaishou,GET,/api/v1/kuaishou/app/fetch_hot_search_person,快手热搜人物榜单/Kuaishou hot search person board,
kuaishou,GET,/api/v1/kuaishou/app/fetch_live_top_list,快手直播榜单/Kuaishou live top list,subTabId | subTabName
kuaishou,GET,/api/v1/kuaishou/app/fetch_music_ranking,音乐榜单/Music ranking,tab_id | count | pcursor
kuaishou,GET,/api/v1/kuaishou/app/fetch_one_user_v2,获取单个用户数据V2/Get single user data V2,user_id*
kuaishou,GET,/api/v1/kuaishou/app/fetch_one_video,视频详情V1/Video detailsV1,photo_id*
kuaishou,GET,/api/v1/kuaishou/app/fetch_one_video_by_url,根据链接获取单个作品数据/Fetch single video by URL,share_text*
kuaishou,GET,/api/v1/kuaishou/app/fetch_selection_feed,精选/推荐Feed流/Selection feed,
kuaishou,GET,/api/v1/kuaishou/app/fetch_shopping_top_list,快手购物榜单/Kuaishou shopping top list,subTabId | subTabName
kuaishou,GET,/api/v1/kuaishou/app/fetch_tag_feed,话题标签聚合页/Tag feed,general_tag_id* | tab | tag_name | tag_type | tag_source | from_photo_id | pcursor
kuaishou,GET,/api/v1/kuaishou/app/fetch_user_hot_post,获取用户热门作品数据/Get user hot post data,user_id* | pcursor
kuaishou,GET,/api/v1/kuaishou/app/fetch_user_live_info,获取用户直播信息/Get user live info,user_id*
kuaishou,GET,/api/v1/kuaishou/app/fetch_user_post_v2,用户视频列表V2/User video list V2,user_id* | pcursor | sort
kuaishou,GET,/api/v1/kuaishou/app/fetch_video_comment,获取单个作品评论数据/Get single video comment data,photo_id* | pcursor
kuaishou,GET,/api/v1/kuaishou/app/fetch_video_sub_comments,评论二级回复/Video sub comments,photo_id* | root_comment_id* | pcursor | count
kuaishou,GET,/api/v1/kuaishou/app/fetch_videos_batch,快手批量视频查询接口/Kuaishou batch video query API,photo_ids*
kuaishou,GET,/api/v1/kuaishou/app/generate_kuaishou_share_link,生成快手分享链接/Generate Kuaishou share link,shareObjectId*
kuaishou,GET,/api/v1/kuaishou/app/search_comprehensive,综合搜索/Comprehensive search,keyword* | pcursor | sort_type | publish_time | duration
kuaishou,GET,/api/v1/kuaishou/app/search_image,搜索图片作品/Search image,keyword* | pcursor
kuaishou,GET,/api/v1/kuaishou/app/search_live,搜索直播间/Search live,keyword* | pcursor
kuaishou,GET,/api/v1/kuaishou/app/search_music,搜索音乐/Search music,keyword* | pcursor
kuaishou,GET,/api/v1/kuaishou/app/search_tag,搜索话题标签/Search tag,keyword* | pcursor
kuaishou,GET,/api/v1/kuaishou/app/search_user_v2,搜索用户V2/Search user V2,keyword* | pcursor | user_relation | user_gender | fans_sort
kuaishou,GET,/api/v1/kuaishou/app/search_video_v2,搜索视频V2/Search video V2,keyword* | pcursor
kuaishou,GET,/api/v1/kuaishou/web/fetch_get_user_id,获取用户ID/Fetch user ID,share_link*
kuaishou,GET,/api/v1/kuaishou/web/fetch_kuaishou_hot_list_v1,获取快手热榜 V1/Fetch Kuaishou Hot List V1,
kuaishou,GET,/api/v1/kuaishou/web/fetch_kuaishou_hot_list_v2,获取快手热榜 V2/Fetch Kuaishou Hot List V2,board_type
kuaishou,GET,/api/v1/kuaishou/web/fetch_one_video,获取单个作品数据 V1/Get single video data V1,share_text*
kuaishou,GET,/api/v1/kuaishou/web/fetch_one_video_by_url,链接获取作品数据/Fetch single video by URL,url*
kuaishou,GET,/api/v1/kuaishou/web/fetch_one_video_comment,获取作品一级评论/Fetch video comments,photo_id* | pcursor
kuaishou,GET,/api/v1/kuaishou/web/fetch_one_video_sub_comment,获取作品二级评论/Fetch video sub comments,photo_id* | pcursor | root_comment_id*
kuaishou,GET,/api/v1/kuaishou/web/fetch_one_video_v2,获取单个作品数据 V2/Get single video data V2,photo_id*
kuaishou,GET,/api/v1/kuaishou/web/fetch_user_collect,获取用户收藏作品/Fetch user collect,user_id* | pcursor
kuaishou,GET,/api/v1/kuaishou/web/fetch_user_info,获取用户信息/Fetch user info,user_id*
kuaishou,GET,/api/v1/kuaishou/web/fetch_user_live_replay,获取用户直播回放/Fetch user live replay,user_id* | pcursor
kuaishou,GET,/api/v1/kuaishou/web/generate_share_short_url,生成分享短连接/Generate share short URL,photo_id*
